feature	PT1	PT2	PT3
SNCAIP	0	0	0
SNCB	0	0	0
SNCG	0	0	0
SND1	152	116	184
SND1-IT1	0	96	72
SNED1	14	0	16
SNF8	1154	1406	126
SNHG1	22	62	0
SNHG10	0	6	2
SNHG11	12	188	0
SNHG12	14	26	14
SNHG15	250	402	4
SNHG16	254	928	174
SNHG17	2	258	2
SNHG18	0	0	0
SNHG19	8	2	20
SNHG20	216	0	0
SNHG21	0	0	0
SNHG22	0	0	0
SNHG24	0	0	0
SNHG25	0	0	0
SNHG3	696	210	2
SNHG4	0	4	0
SNHG5	198	188	104
SNHG6	36	46	10
SNHG7	48	86	8
SNHG8	66	108	8
SNHG9	2	2	90
SNIP1	70	0	4
SNN	1152	856	64
SNORA1	0	0	0
SNORA10	0	0	0
SNORA11	0	0	0
SNORA11B	0	0	0
SNORA11C	0	0	0
SNORA11D	0	0	0
SNORA11E	0	0	0
SNORA12	0	0	0
SNORA13	0	0	0
SNORA14A	0	0	0
SNORA14B	0	0	0
SNORA15	0	0	0
SNORA16A	0	0	0
SNORA16B	0	0	0
SNORA17	0	0	0
SNORA18	0	34	0
SNORA19	0	0	0
SNORA20	0	0	0
SNORA21	0	0	0
SNORA22	0	0	0
SNORA23	0	0	0
SNORA24	0	0	0
SNORA25	4	18	0
SNORA26	0	0	0
SNORA27	0	0	0
SNORA28	0	0	0
SNORA29	0	0	0
SNORA2A	0	0	0
SNORA2B	0	0	0
SNORA30	0	0	0
SNORA31	2	0	0
SNORA32	70	0	0
SNORA33	4	10	0
SNORA34	0	0	0
SNORA35	0	0	0
SNORA36A	0	0	0
SNORA36B	0	0	0
SNORA36C	0	0	0
SNORA37	0	0	0
SNORA38	0	0	0
SNORA38B	0	0	0
SNORA4	0	0	0
SNORA40	0	0	0
SNORA41	0	0	0
SNORA43	0	0	0
SNORA44	0	0	0
SNORA45A	0	0	0
SNORA45B	0	0	6
SNORA46	0	0	0
SNORA47	0	0	0
SNORA48	0	0	0
SNORA49	0	0	0
SNORA51	0	0	0
SNORA52	0	0	0
SNORA53	0	0	0
SNORA54	0	0	0
SNORA55	0	0	0
SNORA56	0	0	0
SNORA57	0	0	0
SNORA58	0	0	46
SNORA59A	0	0	0
SNORA59B	0	0	0
SNORA5A	0	0	0
SNORA5B	0	0	0
SNORA5C	0	0	0
SNORA6	0	0	422
SNORA60	0	0	0
SNORA61	0	0	0
SNORA62	0	0	0
SNORA63	0	0	0
SNORA64	0	0	0
SNORA65	0	0	0
SNORA66	0	0	0
SNORA67	0	0	0
SNORA68	0	0	0
SNORA69	0	0	0
SNORA70	0	0	0
SNORA70B	0	0	0
SNORA70C	0	0	2
SNORA70D	0	0	0
SNORA70E	0	0	0
SNORA70F	0	0	0
SNORA70G	0	6	0
SNORA71A	0	0	0
SNORA71B	0	0	0
SNORA71C	0	0	0
SNORA71D	0	0	0
SNORA71E	0	0	0
SNORA72	0	0	0
SNORA73A	0	0	0
SNORA73B	0	0	0
SNORA74A	0	0	0
SNORA74B	0	0	0
SNORA75	0	0	4
SNORA76A	0	0	0
SNORA76C	0	0	0
SNORA77	0	0	0
SNORA78	0	0	0
SNORA79	0	0	0
SNORA7A	0	0	0
SNORA7B	0	8	0
SNORA8	20	222	0
SNORA80A	0	0	0
SNORA80B	0	0	0
SNORA80E	0	0	0
SNORA81	0	0	0
SNORA84	0	0	4
SNORA9	0	2	0
SNORD10	0	0	0
SNORD100	0	0	0
SNORD101	0	0	4
SNORD102	0	0	0
SNORD103A	0	0	0
SNORD103B	0	0	0
SNORD104	0	0	0
SNORD105	0	0	0
SNORD105B	0	0	0
SNORD107	0	0	0
SNORD108	0	0	0
SNORD109A	0	0	0
SNORD109B	0	0	0
SNORD11	0	0	0
SNORD110	0	0	0
SNORD111	0	0	0
SNORD111B	0	0	0
SNORD112	0	0	10
SNORD113-1	0	0	0
SNORD113-2	0	0	0
SNORD113-3	0	0	0
SNORD113-4	0	0	0
SNORD113-5	0	0	0
SNORD113-6	0	0	0
SNORD113-7	0	0	0
SNORD113-8	0	0	0
SNORD113-9	0	0	0
SNORD114-1	0	0	0
SNORD114-10	0	0	0
SNORD114-11	0	0	0
SNORD114-12	0	0	0
SNORD114-13	0	0	0
SNORD114-14	0	0	0
SNORD114-15	0	0	0
SNORD114-16	0	0	0
SNORD114-17	0	0	0
SNORD114-18	0	0	0
SNORD114-19	0	0	0
SNORD114-2	0	0	0
SNORD114-20	0	0	0
SNORD114-21	0	0	0
SNORD114-22	0	0	0
SNORD114-23	0	0	0
SNORD114-24	0	0	0
SNORD114-25	0	0	0
SNORD114-26	0	0	0
SNORD114-27	0	0	0
SNORD114-28	0	0	0
SNORD114-29	0	0	0
SNORD114-3	0	0	0
SNORD114-30	0	0	0
SNORD114-31	0	0	0
SNORD114-4	0	0	0
SNORD114-5	0	0	0
SNORD114-6	0	0	0
SNORD114-7	0	0	0
SNORD114-8	0	0	0
SNORD114-9	0	0	0
SNORD115-1	0	0	0
SNORD115-10	0	0	0
SNORD115-11	0	0	0
SNORD115-12	0	0	0
SNORD115-13	0	0	0
SNORD115-14	0	0	0
SNORD115-15	0	0	0
SNORD115-16	0	0	0
SNORD115-17	0	0	0
SNORD115-18	0	0	0
SNORD115-19	0	0	0
SNORD115-2	0	0	0
SNORD115-20	0	0	0
SNORD115-21	0	0	0
SNORD115-22	0	0	0
SNORD115-23	0	0	0
SNORD115-24	0	0	0
SNORD115-25	0	0	0
SNORD115-26	0	0	0
SNORD115-27	0	0	0
SNORD115-28	0	0	0
SNORD115-29	0	0	0
SNORD115-3	0	0	0
SNORD115-30	0	0	0
SNORD115-31	0	0	0
SNORD115-32	0	0	0
SNORD115-33	0	0	0
SNORD115-34	0	0	0
SNORD115-35	0	0	0
SNORD115-36	0	0	0
SNORD115-37	0	0	0
SNORD115-38	0	0	0
SNORD115-39	0	0	0
SNORD115-4	0	0	0
SNORD115-40	0	0	0
SNORD115-41	0	0	0
SNORD115-42	0	0	0
SNORD115-43	0	0	0
SNORD115-44	0	0	2
SNORD115-45	0	0	0
SNORD115-46	0	0	0
SNORD115-47	0	0	0
SNORD115-48	0	0	0
SNORD115-5	0	0	0
SNORD115-6	0	0	0
SNORD115-7	0	0	0
SNORD115-8	0	0	0
SNORD115-9	0	0	0
SNORD116-1	0	0	0
SNORD116-10	0	0	0
SNORD116-11	0	0	0
SNORD116-12	0	0	0
SNORD116-13	0	0	0
SNORD116-14	0	0	0
SNORD116-15	0	0	0
SNORD116-16	0	0	0
SNORD116-17	0	0	0
SNORD116-18	0	0	0
SNORD116-19	0	0	0
SNORD116-2	0	0	0
SNORD116-20	0	0	0
SNORD116-21	0	0	0
SNORD116-22	0	0	0
SNORD116-23	0	0	0
SNORD116-24	0	0	0
SNORD116-25	0	0	0
SNORD116-26	0	0	0
SNORD116-27	0	0	0
SNORD116-28	0	0	0
SNORD116-29	0	0	0
SNORD116-3	0	0	0
SNORD116-30	0	0	0
SNORD116-4	0	0	0
SNORD116-5	0	0	0
SNORD116-6	0	0	0
SNORD116-7	0	0	0
SNORD116-8	0	0	0
SNORD116-9	0	0	0
SNORD117	0	0	0
SNORD118	0	0	0
SNORD119	0	0	0
SNORD11B	0	0	0
SNORD12	0	0	2
SNORD121A	0	0	0
SNORD121B	0	0	0
SNORD123	0	0	4
SNORD124	0	0	0
SNORD125	0	0	0
SNORD126	0	0	0
SNORD127	0	0	0
SNORD12B	6	0	0
SNORD12C	0	14	0
SNORD13	0	0	2
SNORD14A	48	2	0
SNORD14B	0	0	0
SNORD14C	0	0	0
SNORD14D	0	0	0
SNORD14E	0	0	0
SNORD15A	0	0	0
SNORD15B	0	0	0
SNORD16	0	0	0
SNORD17	0	0	0
SNORD18A	0	0	0
SNORD18B	0	0	0
SNORD18C	0	0	0
SNORD19	0	0	0
SNORD19B	0	0	0
SNORD1A	0	0	0
SNORD1B	0	0	0
SNORD1C	0	0	0
SNORD2	0	0	0
SNORD20	0	0	0
SNORD21	0	0	0
SNORD22	0	0	0
SNORD23	0	0	4
SNORD24	0	0	0
SNORD25	0	0	0
SNORD26	0	0	0
SNORD27	0	0	0
SNORD28	0	0	0
SNORD29	0	0	0
SNORD30	0	0	0
SNORD31	0	0	0
SNORD32A	0	0	0
SNORD32B	0	0	0
SNORD33	0	0	30
SNORD34	8	0	0
SNORD35A	4	0	0
SNORD35B	0	0	0
SNORD36A	6	0	0
SNORD36B	0	0	0
SNORD36C	0	0	0
SNORD37	0	0	0
SNORD38A	0	0	0
SNORD38B	0	4	0
SNORD3A	0	0	0
SNORD3B-1	0	0	0
SNORD3B-2	0	0	0
SNORD3C	0	0	0
SNORD3D	0	0	0
SNORD41	0	0	0
SNORD42A	0	0	0
SNORD42B	0	0	0
SNORD43	0	0	0
SNORD44	0	0	0
SNORD45A	0	0	0
SNORD45B	0	0	0
SNORD45C	0	0	0
SNORD46	0	0	0
SNORD47	36	0	0
SNORD48	0	0	0
SNORD49A	0	0	0
SNORD49B	0	0	0
SNORD4A	0	0	0
SNORD4B	0	0	0
SNORD5	0	36	0
SNORD50A	0	0	0
SNORD50B	0	0	0
SNORD51	0	0	0
SNORD52	0	0	0
SNORD53	0	0	0
SNORD54	0	0	0
SNORD55	0	0	0
SNORD56	0	0	0
SNORD56B	0	0	0
SNORD57	0	0	0
SNORD58A	0	0	0
SNORD58B	0	0	0
SNORD58C	204	0	0
SNORD59A	0	0	0
SNORD59B	0	0	0
SNORD6	0	0	0
SNORD60	0	0	0
SNORD61	0	0	0
SNORD62A	0	0	0
SNORD62B	0	0	0
SNORD63	0	0	0
SNORD64	0	0	0
SNORD65	0	0	0
SNORD66	0	0	0
SNORD67	0	0	0
SNORD68	0	0	0
SNORD69	0	0	0
SNORD7	0	0	0
SNORD70	0	0	0
SNORD71	0	0	2
SNORD72	0	0	0
SNORD73A	0	0	0
SNORD74	0	0	0
SNORD75	0	0	0
SNORD76	0	0	0
SNORD77	0	0	0
SNORD78	0	0	0
SNORD79	0	0	0
SNORD8	0	0	0
SNORD80	0	0	0
SNORD81	0	0	0
SNORD82	0	0	0
SNORD83A	0	0	0
SNORD83B	0	0	0
SNORD84	0	0	0
SNORD85	0	0	0
SNORD86	0	0	0
SNORD87	0	0	0
SNORD88A	0	0	0
SNORD88B	0	0	0
SNORD88C	0	0	0
SNORD89	20	6	0
SNORD9	0	0	0
SNORD90	0	0	0
SNORD91A	0	0	0
SNORD91B	0	0	0
SNORD92	0	0	0
SNORD93	0	0	0
SNORD94	0	0	0
SNORD95	0	0	0
SNORD96A	0	0	0
SNORD96B	0	0	0
SNORD97	0	0	0
SNORD98	0	0	0
SNORD99	0	0	0
SNPH	0	0	10
SNRK	174	274	230
SNRK-AS1	0	0	0
SNRNP200	1348	352	308
SNRNP25	308	172	154
SNRNP27	672	348	0
SNRNP35	276	430	9164
SNRNP40	38	700	4
SNRNP48	0	6	0
SNRNP70	190	454	122
SNRPA	24	2	2
SNRPA1	4	524	0
SNRPB	638	2742	2134
SNRPB2	548	1038	26
SNRPC	884	3110	20
SNRPD1	386	286	0
SNRPD2	1092	1290	638
SNRPD2P2	0	0	0
SNRPD3	790	750	1874
SNRPE	358	410	30
SNRPF	64	86	104
SNRPG	298	452	278
SNRPN	0	0	0
SNTA1	0	0	0
SNTB1	120	58	4
SNTB2	20	14	14
SNTG1	0	0	2
SNTG2	0	0	2
SNTN	0	0	4
SNUPN	34	1076	2
SNURF	0	0	4
SNW1	196	682	14
SNX1	294	68	8
SNX10	192	344	4
SNX11	528	2872	22
SNX12	106	46	0
SNX13	2	416	0
SNX14	2	326	0
SNX15	0	0	0
SNX16	2	0	0
SNX17	2210	1494	70
SNX18	226	482	6
SNX19	8	34	12
SNX2	46	1326	238
SNX20	4	252	2
SNX21	0	0	166
SNX22	0	16	4
SNX24	196	0	0
SNX25	0	4	0
SNX27	92	206	16
SNX29	18	42	2
SNX29P1	0	26	0
SNX29P2	0	0	0
SNX3	2744	3658	1500
SNX30	16	10	12
SNX31	0	0	0
SNX32	0	0	0
SNX33	0	12	6
SNX4	8	218	0
SNX5	28	1530	2
SNX6	36	150	0
SNX7	0	0	0
SNX8	36	24	4
SNX9	0	28	0
SOAT1	1328	3352	420
SOAT2	0	0	6
SOBP	0	0	0
SOCS1	90	616	34
SOCS2	0	1156	0
SOCS2-AS1	0	0	0
SOCS3	2	22	18
SOCS4	474	0	0
SOCS5	0	0	2
SOCS6	0	32	0
SOCS7	138	22	0
SOD1	738	2370	374
SOD2	5008	16246	104
SOD3	0	0	0
SOGA1	0	0	2
SOGA3	0	0	4
SOHLH1	0	0	0
SOHLH2	0	0	0
SON	1444	1140	1010
SORBS1	2	0	132
SORBS2	0	0	2
SORBS3	38	0	0
SORCS1	0	0	0
SORCS2	0	0	4
SORCS3	160	0	0
SORCS3-AS1	0	0	0
SORD	0	26	2
SORL1	1116	6428	2120
SORT1	42	8	4
SOS1	16	0	4
SOS2	34	78	1162
SOST	0	0	0
SOSTDC1	0	0	0
SOWAHA	0	0	4
SOWAHB	0	0	0
SOWAHC	0	0	0
SOWAHD	360	258	0
SOX1	0	0	0
SOX10	0	0	0
SOX11	0	0	0
SOX12	0	0	4
SOX13	2	0	0
SOX14	0	0	0
SOX15	0	0	0
SOX17	0	0	0
SOX18	0	0	0
SOX2	0	0	0
SOX2-OT	0	0	4
SOX21	0	0	0
SOX21-AS1	0	0	0
SOX3	0	0	0
SOX30	0	0	2
SOX4	82	28	228
SOX5	0	0	4
SOX6	6	68	18
SOX7	0	0	2
SOX8	0	52	0
SOX9	0	0	12
SOX9-AS1	0	0	0
SP1	702	770	8
SP100	644	416	182
SP110	1120	1950	174
SP140	6	186	8
SP140L	60	562	8
SP2	458	46	66
SP2-AS1	0	0	6
SP3	84	374	16
SP4	58	6	2
SP5	0	0	0
SP6	0	0	2
SP7	0	0	2
SP8	0	0	2
SP9	0	0	0
SPA17	0	0	0
SPACA1	0	0	0
SPACA3	0	0	4
SPACA4	0	0	4
SPACA5	0	0	0
SPACA5B	0	0	0
SPACA6P	2	32	30
SPACA6P-AS	0	0	14
SPACA7	0	0	0
SPAG1	40	40	0
SPAG11A	0	0	0
SPAG11B	0	0	0
SPAG16	0	2	0
SPAG17	0	0	4
SPAG4	0	0	0
SPAG5	2	16	4
SPAG5-AS1	0	0	0
SPAG6	0	0	0
SPAG7	482	754	8
SPAG8	0	0	2
SPAG9	1196	50	10
SPAM1	0	0	2
SPANXA1	0	0	0
SPANXA2	0	0	0
SPANXA2-OT1	0	0	0
SPANXB1	0	0	4
SPANXC	0	0	0
SPANXD	0	0	0
SPANXN1	0	0	0
SPANXN2	0	0	0
SPANXN3	0	0	0
SPANXN4	0	0	0
SPANXN5	0	0	0
SPARC	1548	1560	2276
SPARCL1	0	0	16
SPAST	28	18	6
SPATA1	24	148	4
SPATA12	0	0	0
SPATA13	102	322	20
SPATA13-AS1	0	0	0
SPATA16	0	0	0
SPATA17	0	0	0
SPATA17-AS1	0	0	0
SPATA18	0	0	2
SPATA19	0	0	2
SPATA2	64	0	0
SPATA20	0	46	8
SPATA21	0	0	6
SPATA22	0	0	8
SPATA24	0	40	2
SPATA25	0	0	2
SPATA2L	14	48	28
SPATA3	0	0	0
SPATA3-AS1	0	0	12
SPATA31A1	0	0	0
SPATA31A3	0	0	0
SPATA31A5	0	0	0
SPATA31A6	0	0	0
SPATA31A7	0	0	0
SPATA31C1	0	0	2
SPATA31C2	0	0	0
SPATA31D1	0	0	4
SPATA31D3	0	0	0
SPATA31D4	0	0	0
SPATA31D5P	0	0	8
SPATA31E1	46	0	4
SPATA32	0	0	2
SPATA33	0	74	4
SPATA4	0	0	0
SPATA41	0	0	0
SPATA42	0	0	0
SPATA45	0	0	0
SPATA5	0	0	4
SPATA5L1	412	48	4
SPATA6	0	26	0
SPATA6L	0	0	4
SPATA7	18	0	0
SPATA8	0	0	6
SPATA8-AS1	0	0	0
SPATA9	0	0	0
SPATC1	0	0	0
SPATC1L	24	164	14
SPATS1	0	0	0
SPATS2	22	0	0
SPATS2L	166	0	22
SPC24	0	0	0
SPC25	0	0	0
SPCS1	746	1934	16
SPCS2	164	364	14
SPCS3	418	1130	8
SPDEF	0	0	8
SPDL1	112	0	2
SPDYA	0	0	2
SPDYC	0	0	0
SPDYE1	14	8	0
SPDYE2	0	0	0
SPDYE2B	0	0	0
SPDYE3	56	0	0
SPDYE4	0	0	0
SPDYE5	0	278	0
SPDYE6	8	14	6
SPDYE7P	0	0	2
SPDYE8P	0	0	6
SPECC1	186	116	8
SPECC1L	14	12	0
SPECC1L-ADORA2A	0	0	0
SPEF1	0	0	2
SPEF2	0	0	0
SPEG	0	0	48
SPEM1	0	0	0
SPEN	0	14	44
SPERT	0	0	8
SPESP1	0	0	0
SPG11	1350	196	4
SPG20	118	8	0
SPG20-AS1	0	0	0
SPG21	898	1540	2
SPG7	728	316	138
SPHAR	0	0	0
SPHK1	0	0	0
SPHK2	44	26	0
SPHKAP	0	0	2
SPI1	212	1032	48
SPIB	188	4	270
SPIC	0	0	0
SPICE1	0	0	2
SPIDR	158	156	328
SPIN1	0	46	0
SPIN2A	0	0	0
SPIN2B	74	372	38
SPIN3	0	0	0
SPIN4	0	6	0
SPINK1	0	0	0
SPINK13	0	0	0
SPINK14	0	0	0
SPINK2	0	0	8
SPINK4	0	0	0
SPINK5	0	0	0
SPINK6	0	0	0
SPINK7	0	0	0
SPINK8	0	0	0
SPINK9	0	0	0
SPINT1	164	80	2
SPINT2	1016	960	12
SPINT3	0	0	0
SPINT4	0	0	0
SPIRE1	0	4	0
SPIRE2	0	0	2
SPN	456	324	8
SPNS1	152	268	38
SPNS2	0	0	32
SPNS3	366	46	28
SPO11	0	0	0
SPOCD1	0	0	0
SPOCK1	0	0	2
SPOCK2	530	178	248
SPOCK3	0	0	0
SPON1	0	0	8
SPON2	784	2474	1256
SPOP	118	366	14
SPOPL	44	114	0
SPP1	0	0	0
SPP2	0	0	0
SPPL2A	192	2548	84
SPPL2B	8	410	14
SPPL2C	0	0	0
SPPL3	38	538	166
SPR	0	226	0
SPRED1	0	2	2
SPRED2	0	0	0
SPRED3	0	0	0
SPRN	0	0	4
SPRNP1	0	0	0
SPRR1A	0	0	0
SPRR1B	0	0	0
SPRR2A	0	0	0
SPRR2B	0	0	0
SPRR2C	0	0	0
SPRR2D	0	0	0
SPRR2E	0	0	2
SPRR2F	0	0	0
SPRR2G	0	0	0
SPRR3	0	0	0
SPRR4	0	0	0
SPRTN	252	4	0
SPRY1	0	4	0
SPRY2	0	0	6
SPRY3	0	24	14
SPRY4	0	0	0
SPRY4-IT1	0	0	2
SPRYD3	48	870	1114
SPRYD4	2	18	0
SPRYD7	0	4	2
SPSB1	0	6	0
SPSB2	318	102	1562
SPSB3	188	2008	244
SPSB4	0	0	0
SPTA1	0	4	10
SPTAN1	768	476	72
SPTB	0	446	90
SPTBN1	404	996	24
SPTBN2	0	0	16
SPTBN4	0	0	14
SPTBN5	0	0	12
SPTLC1	188	240	6
SPTLC2	172	232	4
SPTLC3	0	0	4
SPTSSA	16	44	0
SPTSSB	4	0	0
SPTY2D1	56	96	38
SPTY2D1-AS1	0	0	2
SPX	0	0	0
SPZ1	0	0	0
SQLE	0	0	4
SQRDL	2	5152	102
SQSTM1	912	5368	398
SRA1	1136	2932	186
SRBD1	10	0	0
SRC	0	772	496
SRCAP	1174	682	6
SRCIN1	0	0	4
SRD5A1	0	0	0
SRD5A1P1	0	0	0
SRD5A2	0	0	8
SRD5A3	94	198	0
SRD5A3-AS1	0	0	0
SREBF1	242	212	2
SREBF2	122	66	888
SREK1	260	136	70
SREK1IP1	66	66	0
SRF	172	820	40
SRFBP1	0	0	10
SRGAP1	0	0	2
SRGAP2	16	16	18
SRGAP2-AS1	0	0	0
SRGAP2B	0	0	12
SRGAP2C	0	0	0
SRGAP2D	0	0	26
SRGAP3	0	0	16
SRGAP3-AS3	0	0	2
SRGN	6806	15634	3976
SRI	458	2754	24
SRL	6	0	8
SRM	254	946	8
SRMS	58	0	20
SRP14	2800	4816	86
SRP14-AS1	324	180	4
SRP19	10	956	86
SRP54	240	28	0
SRP68	276	492	4
SRP72	154	46	2
SRP9	82	1188	28
SRPK1	78	2	0
SRPK2	942	22	6
SRPK3	0	0	4
SRPR	134	534	2
SRPRB	106	486	2
SRPX	0	0	0
SRPX2	0	0	0
SRR	0	0	2
SRRD	78	10	0
SRRM1	342	226	2
SRRM2	3874	7592	5050
SRRM2-AS1	62	4	4
SRRM3	0	0	8
SRRM4	0	0	2
SRRM5	0	0	8
SRRT	12	148	202
SRSF1	690	2262	734
SRSF10	130	880	2
SRSF11	100	724	8
SRSF12	0	0	0
SRSF2	456	1312	12
SRSF3	1018	2344	28
SRSF4	326	546	38
SRSF5	332	1296	102
SRSF6	60	1274	16
SRSF7	260	1488	2
SRSF8	70	76	14
SRSF9	450	1456	0
SRXN1	4	2	0
SRY	0	0	0
SS18	52	58	4
SS18L1	14	20	42
SS18L2	512	696	64
SSB	298	604	2
SSBP1	542	694	0
SSBP2	1136	1292	0
SSBP3	74	24	2
SSBP3-AS1	0	0	0
SSBP4	38	36	12
SSC4D	0	0	4
SSC5D	0	0	0
SSFA2	16	24	2
SSH1	46	1636	28
SSH2	2490	260	208
SSH3	0	76	0
SSMEM1	0	0	0
SSNA1	830	1434	4
SSPN	0	4	0
SSPO	0	6	32
SSR1	2442	482	10
SSR2	3342	8594	644
SSR3	88	232	26
SSR4	2494	3396	2666
SSR4P1	0	0	16
SSRP1	320	174	2
SSSCA1	342	338	2562
SSSCA1-AS1	42	0	6
SST	0	0	2
SSTR1	0	0	2
SSTR2	0	0	6
SSTR3	0	0	0
SSTR4	0	0	4
SSTR5	0	0	2
SSTR5-AS1	0	0	0
SSU72	1400	2880	264
SSUH2	0	0	2
SSX1	0	0	2
SSX2	0	0	0
SSX2B	0	0	0
SSX2IP	0	30	0
SSX3	0	0	2
SSX4	0	0	0
SSX4B	0	0	0
SSX5	0	0	0
SSX6	0	0	0
SSX7	0	0	4
SSX8	0	0	0
SSX9	0	0	0
ST13	202	736	10
ST13P4	16	62	0
ST14	96	468	88
ST18	0	0	10
ST20	126	546	290
ST20-AS1	0	0	10
ST20-MTHFS	0	0	0
ST3GAL1	88	1356	92
ST3GAL2	498	620	98
ST3GAL3	4	14	4
ST3GAL4	0	0	2
ST3GAL4-AS1	74	382	82
ST3GAL5	204	26	428
ST3GAL5-AS1	22	0	0
ST3GAL6	216	28	0
ST3GAL6-AS1	0	0	0
ST5	0	0	0
ST6GAL1	38	212	0
ST6GAL2	0	0	2
ST6GALNAC1	0	0	0
ST6GALNAC2	246	596	32
ST6GALNAC3	0	0	0
ST6GALNAC4	0	1664	2
ST6GALNAC5	0	0	0
ST6GALNAC6	36	116	14
ST7	6	0	4
ST7-AS1	0	0	0
ST7-AS2	0	0	2
ST7-OT3	0	0	2
ST7-OT4	0	0	0
ST7L	0	0	2
ST8SIA1	0	0	8
ST8SIA2	0	0	30
ST8SIA3	0	0	6
ST8SIA4	70	50	6
ST8SIA5	0	0	0
ST8SIA6	0	0	0
ST8SIA6-AS1	0	0	0
STAB1	1072	990	12
STAB2	0	0	18
STAC	0	0	0
STAC2	0	0	2
STAC3	502	26	2
STAG1	370	0	4
STAG2	104	126	18
STAG3	0	28	2
STAG3L1	0	2	2
STAG3L2	50	180	2
STAG3L3	0	4	2
STAG3L4	150	52	2
STAG3L5P	0	0	0
STAG3L5P-PVRIG2P-PILRB	0	0	0
STAM	8	162	0
STAM-AS1	10	184	0
STAM2	2	0	742
STAMBP	270	268	46
STAMBPL1	2	242	6
STAP1	168	564	0
STAP2	0	32	2
STAR	10	0	4
STARD10	196	132	14
STARD13	0	0	4
STARD13-AS	0	0	0
STARD3	196	60	484
STARD3NL	80	540	0
STARD4	0	0	0
STARD4-AS1	0	0	2
STARD5	18	34	26
STARD6	0	0	0
STARD7	390	588	232
STARD7-AS1	22	0	0
STARD8	0	36	0
STARD9	120	32	1244
STAT1	1594	2252	576
STAT2	566	2062	80
STAT3	206	880	162
STAT4	288	150	8
STAT5A	178	1034	306
STAT5B	478	758	4
STAT6	700	1608	34
STATH	0	0	0
STAU1	138	158	368
STAU2	20	0	4
STAU2-AS1	0	0	0
STBD1	0	0	0
STC1	0	0	0
STC2	0	0	2
STEAP1	0	0	0
STEAP1B	0	0	0
STEAP2	0	0	0
STEAP2-AS1	0	0	0
STEAP3	0	0	12
STEAP3-AS1	0	0	6
STEAP4	1586	930	0
STH	0	0	0
STIL	60	410	0
STIM1	322	692	18
STIM2	10	630	6
STIP1	8	64	18
STK10	1162	270	276
STK11	40	624	24
STK11IP	4	492	1034
STK16	0	0	2
STK17A	122	388	16
STK17B	430	78	6
STK19	22	86	0
STK24	206	1018	36
STK25	94	1424	14
STK26	10	2	0
STK3	0	2	4
STK31	0	0	0
STK32A	0	0	0
STK32B	2	0	0
STK32C	0	0	2
STK33	0	0	0
STK35	334	24	6
STK36	0	4	8
STK38	392	742	86
STK38L	164	194	730
STK39	120	108	70
STK4	474	548	246
STK4-AS1	0	0	0
STK40	204	1456	14
STKLD1	0	0	2
STMN1	948	1200	202
STMN2	0	0	0
STMN3	8	72	8
STMN4	0	0	4
STMND1	0	0	0
STOM	152	180	174
STOML1	0	0	12
STOML2	292	1134	0
STOML3	0	0	0
STON1	0	0	0
STON1-GTF2A1L	0	0	0
STON2	4	2	12
STOX1	0	0	2
STOX2	2	0	0
STPG1	0	2	0
STPG2	0	0	0
STPG2-AS1	0	0	0
STRA13	184	312	38
STRA6	0	0	2
STRA8	0	0	2
STRADA	4	284	0
STRADB	1338	840	24
STRAP	24	8	6
STRBP	0	70	4
STRC	0	0	0
STRIP1	0	124	400
STRIP2	0	548	2
STRN	70	6	10
STRN3	16	10	4
STRN4	222	162	94
STS	404	166	2
STT3A	6	96	0
STT3B	732	158	0
STUB1	0	302	0
STX10	142	1292	14
STX11	820	608	200
STX12	0	126	0
STX16	526	1508	34
STX16-NPEPL1	0	0	0
STX17	12	80	4
STX17-AS1	0	6	0
STX18	286	182	0
STX18-AS1	0	0	0
STX18-IT1	0	0	2
STX19	0	0	0
STX1A	0	0	2
STX1B	0	0	6
STX2	66	34	8
STX3	2114	1972	112
STX4	192	322	12
STX5	12	592	36
STX6	348	448	0
STX7	156	36	1286
STX8	146	654	0
STXBP1	132	0	0
STXBP2	500	2530	864
STXBP3	0	150	0
STXBP4	0	302	0
STXBP5	2	20	0
STXBP5-AS1	0	222	2
STXBP5L	0	0	2
STXBP6	0	0	0
STYK1	0	0	4
STYX	4	156	6
STYXL1	752	232	0
SUB1	1468	1990	2
SUCLA2	210	32	0
SUCLG1	1236	558	0
SUCLG2	6	158	8
SUCLG2-AS1	0	0	0
SUCNR1	0	0	0
SUCO	40	12	2
SUDS3	16	1450	0
SUFU	308	26	14
SUGCT	0	0	0
SUGP1	20	208	36
SUGP2	226	388	378
SUGT1	32	626	1804
SUGT1P1	0	4	0
SUGT1P3	0	0	0
SULF1	0	0	1008
SULF2	146	690	14
SULT1A1	220	750	48
SULT1A2	4	46	0
SULT1A3	0	0	0
SULT1A4	0	0	0
SULT1B1	4	34	0
SULT1C2	0	0	2
SULT1C2P1	2	0	2
SULT1C3	0	0	0
SULT1C4	0	0	0
SULT1E1	0	0	0
SULT2A1	0	0	0
SULT2B1	0	0	0
SULT4A1	0	0	6
SULT6B1	0	0	0
SUMF1	254	1268	0
SUMF2	250	36	4
SUMO1	2342	3748	212
SUMO1P1	70	0	0
SUMO1P3	130	246	2
SUMO2	502	1180	0
SUMO3	80	972	18
SUMO4	0	0	0
SUN1	12	232	2
SUN2	592	222	984
SUN3	0	0	6
SUN5	0	0	0
SUOX	0	0	66
SUPT16H	184	1024	1382
